28.8677, 0
28.971, 0.00199272
29.0742, 0.000883511
29.1774, 0.00109868
29.2806, 0.0040554
29.3839, 0
29.4871, 0.000265008
29.5903, 0.00146398
29.6935, 0.000631294
29.7968, 0
29.9, 0
30.0032, 0.00127462
30.1065, 0.00126258
30.2097, 0.00173803
30.3129, 0
30.4161, 0.000653823
30.5194, 0.0012483
30.6226, 0
30.7258, 0.000256549
30.829, 0
30.9323, 0.00222607
31.0355, -9.71214e-05
31.1387, 0
31.2419, 0
31.3452, 0
